Dimension 1,Dimension 2,title,demographic,genres,type,episode_count,score,year_first_aired,ranked,members_count,favorited_count,studio,synopsis
37.054413,14.521111,Sonic Soldier Borgman,Unknown,"Action, Sci-Fi",TV,35,6.29,1988,8267,3872,7,Ashi Productions,"Sonic Soldier Borgman is a science fiction that comebines super sentai with non-gattai. It features a sentai-like three members team that fight an organization known as Youma. Features three characters with three basic ranger colors: Pink, Blue and Green. Featuring three main characters: Chuck, Ryo and Anise, Ryo is the leader, Chuck and Anise are teachers at a public school. Sometimes, the students help or make troubles to the Borgman somehow, some even know the Borgman secret identities. Ryo has a talking ""modern"" blue motorcycle that can upgrade itself. The transformation code is ""Borg. Get On"". Each member has a personal cannon that matches his/her armor color that appears only to finish the monster they fight."
-18.934061,-44.903828,I Can't Understand What My Husband Is Saying,Unknown,"Comedy, Romance",TV,13,7.28,2014,2824,353446,826,Seven,"Though they couldn't be any more different, love has managed to blossom between Hajime Tsunashi, a hardcore otaku who shuts himself in at home while making a living off his blog, and his wife Kaoru—a hard-working office lady who, in contrast, is fairly ordinary, albeit somewhat of a crazy drunk. As this unlikely couple discovers, love is much more than just a first kiss or a wedding; the years that come afterward in the journey of marriage brings with it many joys as well as challenges.   Whether due to their quirky personalities or the peculiar people surrounding them, Hajime and Kaoru find themselves caught up in a variety of baffling and ridiculous antics. But despite the struggles they face, the love that ties them together spurs them to move forward and strive to become better people in order to bring their partner happiness."
55.24262,14.914471,Brain Adventure Record Webdiver,Unknown,"Action, Adventure, Sci-Fi",TV,52,6.95,2001,4444,3132,20,Radix,"Set in the year 2100 where the world is tied together by a computer network. The children of the world become Web Divers, adapting their consciousnesses into data, and love to play together in the cyber park called Magical Gate. However, a mysterious computer virus appears beginning to destroy Magical Gate from the inside out. In cyberspace, programs called Web Knights have been created to protect the children. But, the computer virus has turned all the Web Knights against the children. The only Web Knight to escape the ""brainwashing"" is Gladion. Gladion seeks the help of Kaito Yuki, a Web Diver who is in the fourth grade.    (Source: ANN)"
23.59039,-16.671041,Ground Control to Psychoelectric Girl Special,Unknown,"Comedy, Sci-Fi",Special,1,7.28,2012,2825,61857,44,Shaft,Episode 13 of Denpa Onna to Seishun Otoko released on Blu-ray & DVD.
46.654785,-23.885042,Digimon Adventure tri. Loss,Unknown,"Action, Adventure, Comedy, Drama",Movie,1,7.28,2017,2826,59329,36,Toei Animation,"The Chosen Children have been reunited with their Digimon partners, who no longer remember them due to the effects of a digital reset. While everyone tries to reconnect with their digital monsters, Sora Takenouchi encounters resistance from Piyomon, who stubbornly refuses to speak to her. Suddenly, an attack by a hostile Digimon separates the group, scattering them and their Digimon across the Digital World.   Back in the human world, Daigo Nishijima of the Incorporated Administrative Agency receives a warning that a new entity is in pursuit of ""Libra,"" which he believes to be an alias for Meicoomon. For some reason, Meicoomon retains all of her memories and therefore still recalls her partner Meiko Mochizuki, who has come alone to the Digital World to find her. If they hope to identify what other forces have been driving the incidents thus far, the Chosen Children must survive the obstacles of the recreated Digital World and make their way back home."
18.195644,-24.24347,Entaku no Kishi Monogatari: Moero Arthur,Unknown,"Adventure, Drama, Romance",TV,30,6.36,1979,7672,2195,5,Toei Animation,"After his parents are killed by the Evil Lavic, Arthur is a contender to become King of all Britain. Arthur and his brave knights embark on a quest for the Holy Shield – the only hope to beat Lavic and unify the kingdom.   (Source: Toei Animation)"
33.589832,-1.8667414,Fate/stay night,Unknown,"Action, Fantasy, Romance, Supernatural",TV,24,7.28,2006,2905,945097,7328,Studio Deen,"After a mysterious inferno kills his family, Shirou is saved and adopted by Kiritsugu Emiya, who teaches him the ways of magic and justice.   One night, years after Kiritsugu's death, Shirou is cleaning at school, when he finds himself caught in the middle of a deadly encounter between two superhumans known as Servants. During his attempt to escape, the boy is caught by one of the Servants and receives a life-threatening injury. Miraculously, he survives, but the same Servant returns to finish what he started. In desperation, Shirou summons a Servant of his own, a knight named Saber. The two must now participate in the Fifth Holy Grail War, a battle royale of seven Servants and the mages who summoned them, with the grand prize being none other than the omnipotent Holy Grail itself.  Fate/stay night follows Shirou as he struggles to find the fine line between a hero and a killer, his ideals clashing with the harsh reality around him. Will the boy become a hero like his foster father, or die trying?"
33.777378,-62.251274,Fushigiboshi no☆Futagohime,Unknown,"Comedy, Fantasy",TV,51,7.28,2005,2829,12864,120,HAL Film Maker,"In the hollow Mysterious Planet, seven kingdoms co-exist, all of them lit by the Sun's Blessing from the Kingdom of the Sun, in the middle of the planet. The light of the core sun is necessary for the continued existence of all the kingdoms. Yet, something is causing the Sun's Blessing to weaken. If something isn't done, it will be the end of life in the Mysterious Planet. Fortunately, the twin princesses of the Sun Kingdom, Fine and Rein, have been endowed with the magic of the Prominence, and are looking for a way to fix things.    (Source: ANN)"
48.98826,-44.833122,Gegege no Kitarou: Jigoku-hen,Unknown,"Adventure, Comedy, Fantasy, Horror, Supernatural",TV,7,6.2,1988,8568,1521,0,Toei Animation,The origins of Kitarou.
-26.003996,5.1335163,Hanamaru Kindergarten,Seinen,"Comedy, Slice of Life",TV,12,7.26,2010,2936,94969,244,Gainax,"Anzu goes to a kindergarten with her friends, the shy Koume and the eccentric Hiiragi. Together they try to make their caretaker, Tsuchida Naozumi, fall in love with Anzu. However, he is clearly more interested in the pretty Yamamoto Nanako, a fellow kindergarten teacher who supervises the class next door. Even though Anzu tries to convince Tsuchida to marry her when she grows up by using various methods. Tsuchida, on the other hand, hopes to get a chance to date Yamamoto, and, if not, to marry her."
-20.737272,-36.94248,Hetalia: The World Twinkle Extra Disc,Unknown,Comedy,OVA,1,7.28,2016,2910,8421,9,Studio Deen,"It's Halloween, and America decides to invite all the other countries to his party. Since there is a costume contest, the countries show up in a wide array of outfits, although it quickly becomes clear that some among them may have taken the competition a bit too seriously. But soon, the guests begin to wonder why America hasn't shown off his own costume. What could be the reason?"
-0.17537636,-23.211761,"Higehiro: After Being Rejected, I Shaved and Took in a High School Runaway",Unknown,"Drama, Romance",TV,13,7.28,2021,2832,610956,6210,Project No.9,"When regular salaryman Yoshida wakes up one Sunday morning after a long night at the bar, the last thing he expects to see is that his tiny apartment has a new resident—an unfamiliar high school girl.   The previous night, despite finally gathering the courage to confess to his boss and longtime crush, Airi Gotou, Yoshida was rejected. After drowning his sorrows at a bar with his good friend Hashimoto, Yoshida headed back to his home in a drunken stupor, only to run into Sayu Ogiwara, a runaway high schooler. She asked him to let her stay the night, and with his judgment clouded by alcohol, Yoshida complied.   Now, with his head on straight but with no memory of last night's events, Yoshida has Sayu explain just how she ended up sleeping at his apartment. Having listened to her story, Yoshida finds himself unable to kick her out—especially after learning that she came all the way from Hokkaido! So, despite his reservations about sheltering an underage girl, Yoshida allows her to stay, and their life together begins."
-37.670757,36.94327,Hikaru no Go: New Year Special,Shounen,"Comedy, Supernatural",Special,1,7.28,2002,2833,9684,3,Pierrot,New year special. Summary recap. This episode should be seen between episodes 12 and 13.
8.175506,-37.78139,Hitorijime My Hero,Unknown,"Boys Love, Drama",TV,12,7.28,2017,2834,170340,1404,Encourage Films,"Masahiro Setagawa is a hopeless teenager who is often used by the neighborhood bullies as an errand boy. Defenseless, Masahiro knows that nobody will ever save him. However, his life drastically changes when he meets Kousuke Ooshiba, a man known as the ""Bear Killer,"" who takes down neighborhood gangs.   A year later, Masahiro and his former friend, Kensuke Ooshiba, attend high school, only to find that Kousuke is their math teacher. While the three grow closer, Masahiro starts to view Kousuke as his ""hero,"" and Kousuke develops an urging desire to protect Masahiro. However, their normal lives take a turn when Kensuke's childhood friend, Asaya Hasekura, returns, seeing Kensuke as more than just a friend, much to his surprise. Will the three boys be able to live a regular high school life? Or will forbidden love keep them apart forever?"
-72.99427,-3.9148016,Honoo no Toukyuuji: Dodge Danpei,Kids,"Comedy, Sports",TV,47,7.28,1991,2835,5762,34,Animation 21,"Danpei Ichihgeki is the son of Daijurou Ichigeki, a great dodgeball player. As his father, Danpei gives all he has for this game and so it shows in every match.   (Source: AnimeNfo)"
-15.035931,59.460014,Hunter x Hunter: Phantom Rouge,Shounen,"Action, Adventure, Fantasy",Movie,1,7.28,2013,2836,200480,305,Madhouse,"After completing their work at Yorknew City, Leorio Paladiknight and Kurapika investigate the rumored sightings of a boy with scarlet red eyes, as they believe this person to be a member of the now non-existent Kurta Clan. Kurapika hopes to find another survivor of the clan besides himself, but instead ends up losing both his eyes after an attack from someone who seems to be his childhood friend.    Leorio tends to Kurapika's wounds, and then sends for both Gon Freecss and Killua Zoldyck to help retrieve Kurapika's eyeballs. However, their search brings them face-to-face with the infamous group of thieves known as Phantom Troupe—the same people who massacred the entire Kurta Clan five years ago for their scarlet eyes, which change color during moments of rage.   Hunter x Hunter Movie 1: Phantom Rouge follows the boys' quest to locate their friend's eyes and catch the thief, causing them to delve deep into Phantom Troupe's past. And in doing so, they encounter a mysterious girl who appears to be linked to it all…"
-14.345363,59.5728,Hunter x Hunter: The Last Mission,Shounen,"Action, Adventure, Fantasy",Movie,1,7.28,2013,2916,181433,287,Madhouse,"Nen: the hidden source of energy and potential that runs through everyone, and gives those that master it a source of great power. Inside Nen is the potential for limitless light and limitless darkness. The Hunter Association has arisen to control access to it. Hunters come in many shapes and forms, and with many different appetites - but all of them have learned to master Nen, and use it to chase wealth, power, and their dreams.   The greatest and most powerful Hunter is Isaac Netero, chairman of the Hunter Association. Decades ago he sealed away Jed, a Hunter who had mastered the use of On, the dark ""shadow"" of Nen. Now On users have reappeared at the Heaven's Arena ""Battle Olympia"" tournament. For Netero, this is the last mission: to protect the Association and the world from a threat driven by hatred and the thirst for revenge. And he's going to need all the help he can get in order to succeed."
-39.658333,-40.464333,Hyakko,Unknown,"Comedy, Slice of Life",TV,13,7.23,2008,3098,45431,108,Nippon Animation,"On their first day of high school shy Ayumi Nonomura and taciturn Tatsuki Iizuka become lost on the immense campus of Kamizono Academy. An irresistible force of nature named Torako Kageyama accompanied by her best friend Suzume Saotome appears in front of them. Led, sometimes pushed, by Torako, the girls and their classmates work through problems of school, home and adolescence."
-35.89128,-65.853165,Legendary Idol Eriko,Unknown,"Idols (Female), Music",TV,51,6.86,1989,4902,6612,16,Ashi Productions,"Eriko Tamura is Kousuke Tamura, the chairman of Tamura Productions (reknown music company) and Minako Tamura's (former famous idol singer) only daughter. Having talent for singing since birth, she has always loved her parent's media world. Then one day tragedy strikes when her parents get into a horrible car accident, which kills her father and leaves her mother in coma. She is left in her father's best friend, Mr. Uchida's care. Now Eriko must take the path of singing, a path her parents did not want her to pursue. Then her uncle is out to destroy her career. But in spite of all the hardship, she becomes an idol and wins hearts all over Japan.   (Source: ANN)"
-75.1883,-11.022846,Inazuma Eleven Go: Chrono Stone,Unknown,Sports,TV,51,7.28,2012,2918,60097,364,OLM,"Inazuma Eleven Go: Chrono Stone is set after the Holy Road Soccer Tournament. The hero of of the moment, Tenma Matsukaze, traveled all over Japan to teach soccer to kids.   He returns to Raimon Junior High School after completing his mission, but to his surprise, it's no longer the same Raimon Junior High that he remembers. The soccer club is non-existent, and the members of the champion team in the Holy Road Soccer Tournament have no recollection of taking part in the tournament. They neither remember Tenma nor the game of soccer they loved. As Tenma is baffled by this twist, Alpha, the leader of the Route Agents and captain of Protocol Omega team, suddenly appears before him. Alpha declares that he and his team are responsible for wiping out passion for soccer in Raimon along with the memories of the soccer club members: and Tenma himself is next.   That's when a strange boy named Fei Rune appears just in time to save him. Just who is Fei, and why does Alpha want to eliminate soccer for good? Tenma knows that he needs to do everything in his power to emerge victorious. It's a battle that could seal the fate of soccer forever."
65.640724,-15.177695,Jiang Ziya,Unknown,"Action, Adventure, Fantasy",Movie,1,7.37,2020,2437,7008,15,Beijing Enlight Pictures,"Years ago, Jiang Ziya, the head disciple of Jingxu Hall, joined his master in a ravaging war to fight demons and capture the Nine-Tailed Fox Demon. Known to be the first to climb the Stairway to Heaven, he was expected to become the leader of gods.   However, Jiang Ziya's final task to execute the Nine-Tailed soon took a turn for the worse when the demon created an illusion and showed Jiang Ziya an innocent girl trapped inside her. Growing doubtful, he freed the fox spirit to save the girl. As a punishment for his transgression, Jiang Ziya was banished to the North Sea, with his divine power sealed, until he would no longer be plagued by the Nine-Tailed's mirage.   Ten years later, Jiang Ziya dwells in the North Sea alongside his friend Shen Gongbao and his pet Si Bu Xiang. At a bar, Jiang Ziya meets Xiao Jiu—who resembles the girl from the illusion. When he asks her about the Nine-Tailed Fox Demon's bracelet on her ankle, she tells him that the accessory reveals to her a place where black flowers bloom. Conflicted over what to believe, Jiang Ziya accompanies Xiao Jiu to Mount Youdu. Thus, the two begin a formidable journey that might uncover not only the truth Jiang Ziya has been searching for, but also shocking facts about the great war of the past."
-36.790825,-53.529774,Starmyu 2nd Season,Unknown,"Idols (Male), Music, Performing Arts, School",TV,12,7.28,2017,2807,17344,71,C-Station,"A new school year has begun at Ayanagi Academy for Yuuta Hoshitani and the members of Team Ootori. As the school's annual graduation performance titled ""Shadow and Lights"" quickly approaches, the second-years in the Musical Department must participate in the production as part of their curriculum. Out of the 25 students in the division, five of them will receive a training role and actively participate as actors in the program alongside the graduating class. Attaining one of these coveted spots will not only increase a student's academic standing within the department, but it will also put them in the running for a position on the elite Kao Council.   While every student in the department strives to obtain one of the five training roles, Team Yuzuriha's Riku Ageha is practically a front-runner for the role of Alexis' Shadow. Having idolized an Ayanagi alumnus' performance of Alexis, Ageha has spent a majority of his life perfecting the portrayal in hopes of being selected for the show. In contrast, Hoshitani's lack of experience in show business puts him at a great disadvantage for any of the roles in the production.    With specialized training from the ""Ancients""—former Kao Council members and Ayanagi alumni—the second-years give it their all as they aim for the stars and beyond."
-16.286573,-66.97958,The Gymnastics Samurai,Unknown,Sports,TV,11,7.24,2020,3052,58963,133,MAPPA,"At the pinnacle of his gymnastics career, Joutarou Aragaki—nicknamed Samurai for his signature hairstyle—suffers a shoulder injury following his wife's death. Five years later, he continues to push the limits of his body as a member of the Japanese gymnastics team. However, Joutarou's strenuous training fails to show any progress. His coach, Noriyuki Amakusa, advises that he retires.   Together with his exuberant and supportive nine-year-old daughter, Rei, Joutarou takes a trip to Ego Wonderland to break the bitter news to her. However, their excursion ends in an odd encounter with a peculiar self-proclaimed ninja named Leonardo. He follows them home and interrupts Joutarou's every attempt at telling his daughter.   Upon learning that Leonardo hopes to witness his gymnastics again, Joutarou astounds Japan with his announcement that he is not retiring. Joutarou dedicates himself to the biggest challenge of his career to prove that the gymnastics world is right where he belongs."
-5.361751,-47.1204,Tanaka is Listless Today Too,Unknown,Comedy,ONA,35,7.28,2016,2809,40902,49,SILVER LINK.,A series of shorts featuring the characters from Tanaka-kun wa Itsumo Kedaruge in chibi form.
20.98721,-31.524488,Song of the Ladybug,Unknown,"Adventure, Slice of Life",TV,104,6.22,1974,8470,1277,3,Tatsunoko Production,"The adventures of seven orphan who live in poverty, although they have a very rich grandfather."
52.624157,15.875833,Tetsujin 28-gou: Hakuchuu no Zangetsu,Unknown,"Action, Adventure, Sci-Fi",Movie,1,6.39,2007,7541,1474,2,Palm Studio,"This theatrical version based on the manga by Yokoyama Mitsuteru, deals with the genius boy detective Kaneda Shotaro and his giant robot, Tetsujin 28, set in Tokyo ten years after the end of the Second World War.   Shotaro's missing brother appears as a a new character who was trained as a pilot of the soldier robot Tetsujin which Japan had created for the Second World War. However, with the end of the war, there was nothing left for him but a peaceful Japan. In the meantime, ""Destruction Bombs"" are found in many places in Tokyo. The bombs were developed by Professor Kaneda, the creator of Tetsujin 28 and Shotaro's father, as the ultimate weapons to protect the mainland. If the bombs explode, Tokyo will be reduced to ashes."
-14.001724,-20.29572,True Tears,Unknown,"Drama, Romance",TV,13,7.28,2008,2811,217444,935,P.A. Works,"Shinichirou Nakagami was living the life other boys from his grade could only dream of—staying under the same roof as prodigal student Hiromi Yuasa. However, the bright and cheerful Hiromi has been depressed and cold at home ever since her mother passed away. While he is the subject of the ignorant jealousy of his peers, rumors begin to spread when Shinichirou meets Noe Isurugi—a girl known for cursing classmates, curses which always end up becoming reality.   Noe curses Shinichirou as well, but two pits are created when you curse someone, and her curse on Shinichirou comes back to bite her in the form of a raccoon to her beloved chicken, Raigomaru. Despite this, she does not shed a single tear; Noe had had her tears stolen. For Noe to be able to cry again, she would need the tears of another, and Shinichirou knows a person whose tears he wants to take away."
43.691753,37.811367,Space Emperor God Sigma,Unknown,Action,TV,50,6.45,1980,7193,1855,3,Toei Animation,"The story is set in the year 2050 AD, and mankind has been steadily advancing its space technology. However, the planet is suddenly set upon by a mysterious enemy: the forces of Eldar, who came from 250 years in the future. In their time, 2300 AD, their planet Eldar was invaded by Earth, and soundly defeated by Earth's Trinity Energy, a mysterious energy used in their weaponry that possesses power many times that of a hydrogen bomb. The Eldar people's objective is to steal this Trinity Energy before it can be used against them.   The Eldar forces begin by taking over Jupiter's moon Io, one of the places humanity has immigrated to by then. After that, they begin to attack Trinity City with their legions of Cosmosauruses in order to steal the Trinity Energy. Toshiya and his friends use God Sigma to protect the planet and the Trinity Energy, and the battle evolves into a long war to retake Io.   (Source: Wikipedia)"
78.732185,7.0917783,Wan Jie Xian Zong,Unknown,"Action, Adventure, Fantasy, Romance",ONA,40,7.28,2018,2925,4786,34,Ruo Hong Culture,"Ye Xingyu'’s master Yu Huanxian went and left a giant Tianyuan Shenzong. Ye Xingyun became the new leader of the Tianyuan Shenzong. At the same time, the civet cat exchanged Prince Edward’s method and became a child of a small family, hidden in it, waiting for revenge. Opportunity. Ye Xingyun embarked on a very dangerous road, but with his own strategy, and Tianyuan Shenzong masters of all the help of experts, vertical and horizontal tactics, strategizing, against the huge Grand Dynasty.    (Sorce: Anilist)"
-24.366148,-45.373207,Watashi ni Tenshi ga Maiorita! Special,Unknown,Comedy,Special,1,7.28,2019,2813,31151,22,Doga Kobo,"Hinata Hoshino, Hana Shirosaki, and Noa Himesaka are off to the countryside for a camping trip. At Hinata's behest, her elder sister, Miyako, reluctantly tags along. Seeing how gloomy Miyako is, the trio do their best to get her to enjoy herself too.   Besides the camping trip, Watashi ni Tenshi ga Maiorita! Special contains three more short stories of the girls. Although their lives seem normal, one thing is certain: there is definitely no shortage of cuteness here!"
43.737617,15.034229,Zegapain,Unknown,"Action, Romance, Sci-Fi",TV,26,7.28,2006,2815,34864,169,Sunrise,"Average high school student Kyou Sogoru is an avid swimmer living in beautiful Maihama City. He spends his days hanging out with friends, swimming, and playing video games. However, his normal life turns upside down when a beautiful and mysterious girl named Shizuno Misaki approaches him with a strange request—jump into their school's pool together.   This fateful leap transports Kyou into a war-torn world where humans pilot impressive humanoid robots known as Zegas to fight against malicious aliens known as Gards-Orm. To spearhead this endeavor, humans have formed Cerebrum, a rebel organization working to prevent the Gards-Orm from eradicating humankind.   As Kyou participates in combat operations, meets his fellow Zega pilots, and witnesses countless deaths, he begins to question the true nature of this world as well as his own life."
-47.444946,10.586432,Kannagi: Crazy Shrine Maidens,Shounen,"Comedy, Supernatural",TV,13,7.27,2008,2861,170360,387,A-1 Pictures,"When he was a child and out catching bugs, Jin Mikuriya fatefully encountered a deity, which became the inspiration for his newest piece of art: The Tree Spirit. Trying to think of a way to bring the wooden statue to school, Jin believes that the rest of the day will be spent admiring his work. But before he can even lift it, the sculpture begins to absorb the earth around it and explodes into a cute girl!   The girl, Nagi, who introduces herself as a guardian of the earth, proclaims that Jin must help her get rid of the ""impurities"" that plague the land. But alas, due to Nagi's tree being cut down and her powers completely drained, she finds herself cleansing the impurities with only a magical wand! With their lives now intertwined, Jin and Nagi find ways to learn more about one another through the endless amounts of daily antics."
-5.9228835,-49.402817,Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,Unknown,Comedy,Movie,1,7.28,2009,2839,4581,9,Sunrise,"Mysterious giant beings called ""Ryū no Shippo"" (Dragon Tails) appeared across the world. Due to the danger it could bring, the Keroro Platoon did a worldwide research on the Dragon Tails, but Tamama suddenly disappeared during the research. Because of this, the whole platoon started their search for Tamama and ended up in Mont-Saint-Michel, France where they met mysterious girl named Sion, who holds the mysterious Ryū no Hon (Dragon Book). But little they know about the secrets about her and the worldwide calamity that would destroy the entire world, as they know it...   (Source: ANN)"
66.85802,-17.396917,Kiba,Unknown,"Action, Adventure, Fantasy",TV,51,7.28,2006,2840,79126,456,Madhouse,"In a dystopian future, two friends dream of freedom... and gain more than they bargain for! Hothead Zed is on the run from the authorities, while his brainy pal Noah struggles with his own battered body. Both find a magical world that seems to offer escape and power undreamed of. Join Zed and his powerful, rebellious spirit Amir Gaul on their search for the ultimate power. It's a force that can save the world—or destroy life as we know it. This is the world of KIBA! Where you must harness the power within and fight with all you got!   (Source: RightStuf)"
30.715378,-32.70827,Konchuu Monogatari Mitsubachi Hutch: Yuuki no Melody,Unknown,"Adventure, Comedy, Drama",Movie,1,6.18,2010,8678,1095,1,Tatsunoko Production,A Hutch movie.
32.47396,31.96213,Chrome Shelled Regios,Unknown,"Action, Adventure, Fantasy, Sci-Fi",TV,24,7.27,2009,2933,213373,1061,Zexcs,"In a post-apocalyptic world overrun with mutated beasts called Limbeekoon or Filth Monsters, humanity is forced to live in large mobile cities called Regios and learn to use special weapons called Dite, by harnessing the power of Kei to defend themselves. In the Academy City of Zuellni, Layfon Alseif is hoping to start a new life and forget his past. However, his past has caught the attention of Karian Loss, the manipulative Student Council President and Nina Antalk, a Military Arts student and Captain of the 17th Military Arts Platoon, who instantly recognizes his abilities and decides he’s the perfect candidate to join her group. However, with a secret past that won’t leave him alone and unknown powers beyond normal, Layfon just might not take it."
-53.60992,13.442345,The Vampire Dies in No Time,Shounen,"Comedy, Supernatural",TV,12,7.28,2021,2934,91476,573,Madhouse,"Vampires are known to have many weaknesses that balance out their incredible power, but the vampire lord Draluc happens to be weak to pretty much anything.   The vampire hunter Ronald receives a job to infiltrate the castle of the so-called ""Invincible Progenitor"" and rescue a woman's son from the monster within. But upon arriving, he is dumbfounded to discover that the vampire quickly turns to ash by something as trivial as a clap of his hands! Moreover, the child he was sent to save had merely wandered in to play the vampire lord's video games while he slept!   In a disastrous turn of events, Draluc's castle is destroyed, and the fragile vampire decides to move in with the hunter who has only just defeated him. Ronald, Draluc, and the vampire's pet armadillo John form quite the eccentric team as they are forced to work together while fending off Ronald's violent editor, the lesser vampires plaguing the city, and even their fellow vampire hunters."
24.058447,2.7413478,Drowning Sorrows in Raging Fire,Unknown,"Action, Drama, Supernatural",ONA,12,7.28,2021,2843,8520,69,Shengying Animation,"In the current era, a small percentage of people called ""Special Abilities"" have skills and powers normal humans do not possess. An autonomous organization, the Deviant Control Office, keeps these Special Abilities in check. Though some wish to maintain this order and peace, some wish to take advantage of their abilities and obtain more power in this world."
23.647337,-52.44119,Dragon Raja,Unknown,Fantasy,ONA,1,7.28,2022,2936,7322,11,Garden Culture,Episode 0 of Long Zu.
-13.011698,21.350231,Lupin III: Operation Return the Treasure,Seinen,"Action, Adventure, Comedy, Mystery",TV Special,1,7.28,2003,2845,7522,2,TMS Entertainment,"After robbing a Moscow casino right under Zenigata's nose, Lupin sets his sights on stealing the Trick Diamond. He and Jigen head to the estate of the recently deceased Mark Williams, another master thief who's had the diamond, as well as other treasures, in his possession for years. However, instead of finding the diamond, Lupin & Jigen find Fujiko, who tells them about Mark's dying wish - Lupin must return all the treasures the old thief stole to their rightful place. If this is done in time, the location of the diamond will be revealed, and Lupin can use it to get the real treasure, hidden in Gaudí's Sagrada Familia. Returning the stolen goods isn't easy though, as Zenigata and the casino boss' ruthless gang are on Lupin and friends' tail.    (Source: ANN)"
-13.5759,18.478289,Lupin III: Part III,Seinen,"Action, Adventure, Comedy",TV,50,7.28,1984,2846,22990,33,Tokyo Movie Shinsha,"Lupin III chronicles the adventures of Arsene Lupin III, the world's greatest thief, and his partners in crime: master marksman Daisuke Jigen, beautiful and scheming Fujiko Mine and stoic samurai Goemon Ishikawa XIII. Lupin and his gang travel around the globe in search of the world's greatest treasures and riches and always keeping one step ahead of the tireless Inspector Zenigata, who has vowed to bring Lupin to justice.    (Source: ANN)"
45.798485,46.169704,Macross Delta,Unknown,"Action, Romance, Sci-Fi",TV,26,7.28,2016,2847,78226,522,Satelight,"Eight years after the events of Macross F, a mysterious phenomenon known as the Var Syndrome is gradually consuming the galaxy. It's up to a new generation of highly capable Valkyrie pilots to deal with this universal menace. And if they didn't have enough on their plate already, the Aerial Knights Valkyrie fighter team from the Kingdom of Wind have come to challenge the Delta Squadron."
-57.2028,-9.98945,Maria Watches Over Us,Shoujo,"Drama, Girls Love",TV,13,7.28,2004,2941,70878,705,Studio Deen,"When Yumi Fukuzawa entered the Lillian Girls' Academy, a prestigious all-girls Catholic school in Tokyo, she never imagined she would catch the eye of beautiful and demure Sachiko Ogasawara, one of the school's most popular students. Now Sachiko has offered to be Yumi's soeur, her ""sister"" and guide for all her years at the academy. The whole idea has Yumi completely flustered—after all, they hardly know each other!   The entire campus is abuzz with rumors about the two of them, but Yumi is conflicted over accepting Sachiko's offer. While she admires Sachiko, being her soeur would also mean constantly being at the center of the entire school's attention!   (Source: RightStuf)"
37.955536,-32.19725,Mirai,Unknown,"Adventure, Drama, Fantasy",Movie,1,7.28,2018,2942,141410,362,Studio Chizu,"In a quiet corner of the city, four-year-old Kun Oota has lived a spoiled life as an only child with his parents and the family dog, Yukko. But when his new baby sister Mirai is brought home, his simple life is thrown upside-down; suddenly, it isn't all about him anymore. Despite his tantrums and nagging, Mirai is seemingly now the subject of all his parents' love.   To help him adapt to this drastic change, Kun is taken on an extraordinary journey through time, meeting his family's past, present, and future selves, as he learns not only what it means to be a part of a family, but also what it means to be an older brother."
32.93766,-24.877735,Moonlight Mile 2nd Season: Touch Down,Unknown,"Adventure, Drama, Sci-Fi",TV,14,7.27,2007,2874,5176,10,Studio Hibari,The second season of Moonlight Mile.
31.428087,-60.346497,Motto! Ojamajo Doremi: Kaeru Ishi no Himitsu,Unknown,"Comedy, Fantasy",Movie,1,7.19,2001,3329,5399,4,Toei Animation,"Mo~tto Ojamajo Doremi movie features the five witches Doremi, Aiko, Hazuki, Onpu, and Momoko as they visit Doremi's grandpa's home. There, they learn of the mystery of the frog stone, a magical place where magic used to mingle in the old countryside. Aiko rediscovers her love for grandpa, and Doremi learns a piece of the magical kingdom's past.   (Source: ANN)"
-37.190536,32.458843,Summer Storm!,Shounen,"Comedy, Romance, Supernatural",TV,13,7.24,2009,3039,54927,86,Shaft,"In modern-day Japan, 13-year-old Hajime Yasaka moves to the countryside to stay with his grandfather. On the way to his new home, a lost Hajime finds himself in a cafe called Ark, where he immediately falls in love with one of the waitresses: the gorgeous Sayoko ""Arashi"" Arashiyama. While Arashi is initially unconcerned with the boy, her attitude quickly changes after she grasps Hajime's hand, leading her to believe they are ""connected.""   As it turns out, Arashi is anything but a regular teenager—in reality, she is the ghost of a girl who perished in World War II. By touching a man she connects with, she gains the ability to travel back in time. Delighted to have found someone who can unlock her powers, Arashi asks Hajime to help with her mission: to save civilians from the carnage of the war that claimed her life. Smitten with Arashi, Hajime readily agrees. But as the two get further involved with Arashi's past, they soon discover that she is not the only one able to transcend time."
-18.94743,-2.4459484,Mysterious Girlfriend X: A Mysterious Summer Festival,Seinen,"Mystery, Romance, Ecchi",OVA,1,7.28,2012,2852,44864,95,Hoods Entertainment,"OVA released with the 9th volume of the manga.    The day when Tsubaki goes to the summer festival with Ueno, Oka, and Urabe."
